movie id,movie title,release date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Year
224,Ridicule ,27-Nov-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
225,101 Dalmatians ,27-Nov-96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
226,Die Hard 2 ,1-Jan-90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990
227,Star Trek VI: The Undiscovered Country ,1-Jan-91,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1991
228,Star Trek: The Wrath of Khan ,1-Jan-82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1982
229,Star Trek III: The Search for Spock ,1-Jan-84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1984
230,Star Trek IV: The Voyage Home ,1-Jan-86,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1986
231,Batman Returns ,1-Jan-92,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1992
232,Young Guns ,1-Jan-88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1988
233,Under Siege ,1-Jan-92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
234,Jaws ,1-Jan-75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1975
235,Mars Attacks! ,13-Dec-96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1996
236,Citizen Ruth ,13-Dec-96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
237,Jerry Maguire ,13-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
238,Raising Arizona ,1-Jan-87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
239,Sneakers ,1-Jan-92,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1992
240,Beavis and Butt-head Do America ,20-Dec-96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
241,"Last of the Mohicans, The ",1-Jan-92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1992
242,Kolya ,24-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
243,Jungle2Jungle ,7-Mar-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
244,Smilla's Sense of Snow ,14-Mar-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1997
245,"Devil's Own, The ",26-Mar-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1997
246,Chasing Amy ,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997
247,Turbo: A Power Rangers Movie ,28-Mar-97,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
248,Grosse Pointe Blank ,11-Apr-97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1997
249,Austin Powers: International Man of Mystery ,2-May-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
250,"Fifth Element, The ",9-May-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997
251,Shall We Dance? ,11-Jul-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
252,"Lost World: Jurassic Park, The ",23-May-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997
253,"Pillow Book, The ",13-Jun-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997
254,Batman & Robin ,20-Jun-97,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997
255,My Best Friend's Wedding ,20-Jun-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997
256,When the Cats Away (Chacun cherche son chat) ,20-Jun-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997
257,Men in Black ,4-Jul-97,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1997
258,Contact ,11-Jul-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1997
259,George of the Jungle ,1-Jan-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
260,Event Horizon ,1-Jan-97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1997
261,Air Bud ,1-Aug-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
262,In the Company of Men ,1-Aug-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
263,Steel ,15-Aug-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
264,Mimic ,22-Aug-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997
265,"Hunt for Red October, The ",1-Jan-90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990
266,Kull the Conqueror ,29-Aug-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
268,Chasing Amy ,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997
269,"Full Monty, The ",1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
270,Gattaca ,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1997
271,Starship Troopers ,1-Jan-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1997
272,Good Will Hunting ,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
273,Heat ,1-Jan-95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1995
274,Sabrina ,1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
275,Sense and Sensibility ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995
276,Leaving Las Vegas ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995
277,Restoration ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
278,Bed of Roses ,1-Jan-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
279,Once Upon a Time... When We Were Colored ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
280,Up Close and Personal ,1-Mar-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
281,"River Wild, The ",1-Jan-94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
282,"Time to Kill, A ",13-Jul-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
283,Emma ,2-Aug-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
284,Tin Cup ,16-Aug-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
285,Secrets & Lies ,4-Oct-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
286,"English Patient, The ",15-Nov-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1996
287,Marvin's Room ,18-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
288,Scream ,20-Dec-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1996
289,Evita ,25-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1996
290,Fierce Creatures ,10-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
291,Absolute Power ,14-Feb-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1997
292,Rosewood ,21-Feb-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
293,Donnie Brasco ,28-Feb-97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997
294,Liar Liar ,21-Mar-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
295,Breakdown ,2-May-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997
296,"Promesse, La ",16-May-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
297,Ulee's Gold ,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
298,Face/Off ,27-Jun-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997
299,Hoodlum ,22-Aug-97,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1997
300,Air Force One ,1-Jan-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997
301,In & Out ,19-Sep-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
302,L.A. Confidential ,1-Jan-97,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1997
303,Ulee's Gold ,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
304,Fly Away Home ,13-Sep-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
305,"Ice Storm, The ",1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
306,"Mrs. Brown (Her Majesty, Mrs. Brown) ",1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997
307,"Devil's Advocate, The ",1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1997
308,FairyTale: A True Story ,1-Jan-97,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1997
309,Deceiver ,1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997
310,"Rainmaker, The ",1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
311,"Wings of the Dove, The ",1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1997
312,Midnight in the Garden of Good and Evil ,1-Jan-97,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1997
313,Titanic ,1-Jan-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997
314,3 Ninjas: High Noon At Mega Mountain ,1-Jan-97,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
315,Apt Pupil ,23-Oct-98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1998
316,As Good As It Gets ,23-Dec-97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
317,In the Name of the Father ,1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
318,Schindler's List ,1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1993
319,Everyone Says I Love You ,6-Dec-96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1996
320,Paradise Lost: The Child Murders at Robin Hood Hills ,6-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
321,Mother ,25-Dec-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
322,Murder at 1600 ,18-Apr-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1997
323,Dante's Peak ,7-Feb-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997
324,Lost Highway ,21-Feb-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997
325,Crash ,21-Mar-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1997
326,G.I. Jane ,1-Jan-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1997
327,Cop Land ,1-Jan-97,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1997
328,Conspiracy Theory ,8-Aug-97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1997
329,Desperate Measures ,30-Jan-98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1998
330,187,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
331,"Edge, The ",26-Sep-97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997
332,Kiss the Girls ,1-Jan-97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1997
333,"Game, The ",1-Jan-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1997
334,U Turn ,1-Jan-97,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1997
335,How to Be a Player ,1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
336,Playing God ,1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1997
337,"House of Yes, The ",1-Jan-97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1997
338,Bean ,1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
339,Mad City ,1-Jan-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
340,Boogie Nights ,1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
341,Critical Care ,1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
342,"Man Who Knew Too Little, The ",1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1997
343,Alien: Resurrection ,1-Jan-97,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1997
344,"Apostle, The ",18-Dec-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
345,Deconstructing Harry ,1-Jan-97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997
346,Jackie Brown ,1-Jan-97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997
347,Wag the Dog ,9-Jan-98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998
348,Desperate Measures ,30-Jan-98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1998
349,Hard Rain ,16-Jan-98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998
350,Fallen ,16-Jan-98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1998
351,"Prophecy II, The ",16-Jan-98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998
352,Spice World ,1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997
353,Deep Rising ,30-Jan-98,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1998
354,"Wedding Singer, The ",13-Feb-98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998
355,Sphere ,13-Feb-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1998
356,"Client, The ",1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1994
357,One Flew Over the Cuckoo's Nest ,1-Jan-75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1975
358,Spawn ,1-Aug-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997
359,"Assignment, The ",1-Jan-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997
360,Wonderland ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997
361,Incognito ,1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1997
362,Blues Brothers 2000 ,6-Feb-98,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998
363,Sudden Death ,1-Jan-95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
364,Ace Ventura: When Nature Calls ,1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
365,Powder ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
366,Dangerous Minds ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
367,Clueless ,1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
368,Bio-Dome ,1-Jan-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
369,Black Sheep ,2-Feb-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
370,Mary Reilly ,23-Feb-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996
371,"Bridges of Madison County, The ",9-Feb-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
372,Jeffrey ,1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
373,Judge Dredd ,1-Jan-95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
374,Mighty Morphin Power Rangers: The Movie ,1-Jan-95,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
375,Showgirls ,1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
376,Houseguest ,1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
377,Heavyweights ,1-Jan-94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
378,Miracle on 34th Street ,1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
379,Tales From the Crypt Presents: Demon Knight ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
380,Star Trek: Generations ,1-Jan-94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994
381,Muriel's Wedding ,1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
382,"Adventures of Priscilla, Queen of the Desert, The ",1-Jan-94,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
383,"Flintstones, The ",1-Jan-94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
384,Naked Gun 33 1/3: The Final Insult ,1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
385,True Lies ,1-Jan-94,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
386,Addams Family Values ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
387,"Age of Innocence, The ",1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
388,Beverly Hills Cop III ,1-Jan-94,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
389,Black Beauty ,1-Jan-94,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
390,Fear of a Black Hat ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
391,Last Action Hero ,1-Jan-93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
392,"Man Without a Face, The ",1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
393,Mrs. Doubtfire ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
394,Radioland Murders ,1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1994
395,Robin Hood: Men in Tights ,1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
396,Serial Mom ,1-Jan-94,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1994
397,Striking Distance ,1-Jan-93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
398,Super Mario Bros. ,1-Jan-93,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993
399,"Three Musketeers, The ",1-Jan-93,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
400,"Little Rascals, The ",1-Jan-94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
401,"Brady Bunch Movie, The ",1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
402,Ghost ,1-Jan-90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1990
403,Batman ,1-Jan-89,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1989
404,Pinocchio ,1-Jan-40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940
405,Mission: Impossible ,22-May-96,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996
406,Thinner ,25-Oct-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1996
407,Spy Hard ,24-May-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
408,"Close Shave, A ",28-Apr-96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
409,Jack ,7-Aug-96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
410,Kingpin ,12-Jul-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
411,"Nutty Professor, The ",28-Jun-96,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1996
412,"Very Brady Sequel, A ",23-Aug-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
413,Tales from the Crypt Presents: Bordello of Blood ,19-Jul-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1996
414,My Favorite Year ,1-Jan-82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
415,"Apple Dumpling Gang, The ",1-Jan-75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1975
416,Old Yeller ,1-Jan-57,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1957
417,"Parent Trap, The ",1-Jan-61,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1961
418,Cinderella ,1-Jan-50,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950
419,Mary Poppins ,1-Jan-64,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1964
420,Alice in Wonderland ,1-Jan-51,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1951
421,William Shakespeare's Romeo and Juliet ,25-Oct-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996
422,Aladdin and the King of Thieves ,1-Jan-96,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
423,E.T. the Extra-Terrestrial ,1-Jan-82,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1982
424,Children of the Corn: The Gathering ,1-Jan-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1996
425,Bob Roberts ,1-Jan-92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
426,"Transformers: The Movie, The ",1-Jan-86,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1986
427,To Kill a Mockingbird ,1-Jan-62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1962
428,Harold and Maude ,1-Jan-71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
429,"Day the Earth Stood Still, The ",1-Jan-51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1951
430,Duck Soup ,1-Jan-33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1933
431,Highlander ,1-Jan-86,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
432,Fantasia ,1-Jan-40,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1940
433,Heathers ,1-Jan-89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
434,Forbidden Planet ,1-Jan-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1956
435,Butch Cassidy and the Sundance Kid ,1-Jan-69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1969
436,"American Werewolf in London, An ",1-Jan-81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981
437,Amityville 1992: It's About Time ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992
438,Amityville 3-D ,1-Jan-83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983
439,Amityville: A New Generation ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1993
440,Amityville II: The Possession ,1-Jan-82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1982
441,"Amityville Horror, The ",1-Jan-79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1979
442,"Amityville Curse, The ",1-Jan-90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990
443,"Birds, The ",1-Jan-63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1963
444,"Blob, The ",1-Jan-58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1958
445,"Body Snatcher, The ",1-Jan-45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1945
446,Burnt Offerings ,1-Jan-76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976
447,Carrie ,1-Jan-76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976
448,"Omen, The ",1-Jan-76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976
449,Star Trek: The Motion Picture ,1-Jan-79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1979
450,Star Trek V: The Final Frontier ,1-Jan-89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989
